Date,Region_code,Org_code,Contract_code,Ambulance final dispositions,Recommend to A&E,N of calls
2018/2/20,,,111AE6,47,29,362
2018/2/20,,,111AE7,94,49,768
2018/2/20,,,111AE8,47,33,450
2018/2/20,,,111AE9,46,15,341
2018/2/20,,,111AF1,43,15,303
2018/2/20,,,111AF2,138,63,701
2018/2/20,,,111AF4,85,52,783
2018/2/20,,,111AF8,477,249,4742
2018/2/20,,,111AG4,49,29,397
2018/2/20,,,111AG5,107,81,867
2018/2/20,,,111AG6,283,171,2635
2018/2/20,,,111AG7,44,30,432
2018/2/20,,,111AG8,130,64,747
2018/2/20,,,111AG9,175,130,1640
2018/2/21,,,111AA1,310,182,2482
2018/2/21,,,111AA2,51,23,554
2018/2/21,,,111AA4,78,51,796
2018/2/21,,,111AA5,81,65,849
2018/2/21,,,111AA6,26,20,188
2018/2/21,,,111AA7,39,30,362
2018/2/21,,,111AA9,16,11,233
2018/2/21,,,111AB2,64,24,799
2018/2/21,,,111AC2,49,38,415
2018/2/21,,,111AC3,86,66,681
2018/2/21,,,111AC4,64,60,598
2018/2/21,,,111AC5,95,70,608
2018/2/21,,,111AC6,55,53,848
2018/2/21,,,111AC7,23,18,311
2018/2/21,,,111AC8,90,36,937
2018/2/21,,,111AC9,368,222,3372
2018/2/21,,,111AD4,63,48,611
2018/2/21,,,111AD5,89,70,805
2018/2/21,,,111AD6,90,73,767
2018/2/21,,,111AD7,90,70,984
2018/2/21,,,111AD8,39,40,482
2018/2/21,,,111AD9,342,258,3817
2018/2/21,,,111AE1,152,76,1245
2018/2/21,,,111AE5,70,30,515
2018/2/21,,,111AE6,45,32,372
2018/2/21,,,111AE7,97,61,875
2018/2/21,,,111AE8,65,26,562
2018/2/21,,,111AE9,39,33,325
2018/2/21,,,111AF1,36,20,260
2018/2/21,,,111AF2,117,68,667
2018/2/21,,,111AF4,93,60,720
2018/2/21,,,111AF8,433,246,4898
2018/2/21,,,111AG4,66,42,451
2018/2/21,,,111AG5,87,85,961
2018/2/21,,,111AG6,294,190,2580
2018/2/21,,,111AG7,48,34,483
2018/2/21,,,111AG8,106,61,725
2018/2/21,,,111AG9,189,118,1570
2018/2/22,,,111AA1,318,194,2227
2018/2/22,,,111AA2,44,20,452
2018/2/22,,,111AA4,66,58,772
2018/2/22,,,111AA5,74,57,705
2018/2/22,,,111AA6,23,18,185
2018/2/22,,,111AA7,38,29,361
2018/2/22,,,111AA9,20,15,209
2018/2/22,,,111AB2,56,27,759
2018/2/22,,,111AC2,52,19,376
2018/2/22,,,111AC3,91,70,855
2018/2/22,,,111AC4,59,54,678
2018/2/22,,,111AC5,90,58,534
2018/2/22,,,111AC6,65,44,486
2018/2/22,,,111AC7,16,10,178
2018/2/22,,,111AC8,94,38,850
2018/2/22,,,111AC9,354,225,3091
2018/2/22,,,111AD4,67,33,609
2018/2/22,,,111AD5,93,79,783
2018/2/22,,,111AD6,72,73,754
2018/2/22,,,111AD7,61,85,931
2018/2/22,,,111AD8,49,49,510
2018/2/22,,,111AD9,397,268,3766
2018/2/22,,,111AE1,129,97,1186
2018/2/22,,,111AE5,55,34,472
2018/2/22,,,111AE6,45,29,339
2018/2/22,,,111AE7,106,66,750
2018/2/22,,,111AE8,63,28,456
2018/2/22,,,111AE9,48,21,345
2018/2/22,,,111AF1,52,21,264
2018/2/22,,,111AF2,128,75,640
2018/2/22,,,111AF4,79,55,728
2018/2/22,,,111AF8,469,207,4526
2018/2/22,,,111AG4,68,20,524
2018/2/22,,,111AG5,84,75,836
2018/2/22,,,111AG6,235,175,2176
2018/2/22,,,111AG7,33,23,394
2018/2/22,,,111AG8,130,52,729
2018/2/22,,,111AG9,134,130,1497
2018/2/23,,,111AA1,273,146,2351
2018/2/23,,,111AA2,60,12,513
2018/2/23,,,111AA4,97,34,828
2018/2/23,,,111AA5,83,52,764
2018/2/23,,,111AA6,20,18,187
2018/2/23,,,111AA7,41,37,410
2018/2/23,,,111AA9,15,10,188
2018/2/23,,,111AB2,50,16,723
2018/2/23,,,111AC2,44,32,395
2018/2/23,,,111AC3,81,61,738
2018/2/23,,,111AC4,61,49,685
2018/2/23,,,111AC5,48,59,536
2018/2/23,,,111AC6,59,36,505
2018/2/23,,,111AC7,23,14,204
2018/2/23,,,111AC8,75,24,802
2018/2/23,,,111AC9,382,202,3096
2018/2/23,,,111AD4,63,44,640
2018/2/23,,,111AD5,84,86,754
2018/2/23,,,111AD6,59,72,728
2018/2/23,,,111AD7,81,76,1009
2018/2/23,,,111AD8,32,47,490
2018/2/23,,,111AD9,343,231,3629
2018/2/23,,,111AE1,156,101,1288
2018/2/23,,,111AE5,62,47,492
2018/2/23,,,111AE6,49,28,370
2018/2/23,,,111AE7,104,64,801
2018/2/23,,,111AE8,43,26,388
2018/2/23,,,111AE9,42,22,314
2018/2/23,,,111AF1,45,14,283
2018/2/23,,,111AF2,121,53,669
2018/2/23,,,111AF4,78,45,738
2018/2/23,,,111AF8,442,242,4408
2018/2/23,,,111AG4,52,25,442
2018/2/23,,,111AG5,91,90,941
2018/2/23,,,111AG6,254,185,2489
2018/2/23,,,111AG7,35,26,420
2018/2/23,,,111AG8,111,51,800
2018/2/23,,,111AG9,129,119,1423
2018/2/24,,,111AA1,453,248,4725
2018/2/24,,,111AA2,87,34,1241
2018/2/24,,,111AA4,121,67,1709
2018/2/24,,,111AA5,137,85,1787
2018/2/24,,,111AA6,35,23,340
2018/2/24,,,111AA7,52,51,527
2018/2/24,,,111AA9,20,28,326
2018/2/24,,,111AB2,68,33,1752
2018/2/24,,,111AC2,111,59,1085
2018/2/24,,,111AC3,144,101,1691
2018/2/24,,,111AC4,94,63,1356
2018/2/24,,,111AC5,102,76,1493
2018/2/24,,,111AC6,72,67,1176
2018/2/24,,,111AC7,18,16,294
2018/2/24,,,111AC8,109,35,1495
2018/2/24,,,111AC9,482,296,5846
2018/2/24,,,111AD4,71,63,1009
2018/2/24,,,111AD5,121,90,1146
2018/2/24,,,111AD6,108,76,1181
2018/2/24,,,111AD7,107,91,1600
2018/2/24,,,111AD8,48,42,539
2018/2/24,,,111AD9,516,398,7031
2018/2/24,,,111AE1,220,155,2661
2018/2/24,,,111AE5,133,69,1130
2018/2/24,,,111AE6,67,56,868
2018/2/24,,,111AE7,162,117,1811
2018/2/24,,,111AE8,86,53,991
2018/2/24,,,111AE9,61,43,881
2018/2/24,,,111AF1,71,26,797
2018/2/24,,,111AF2,206,106,1656
2018/2/24,,,111AF4,107,67,1552
2018/2/24,,,111AF8,728,391,9328
2018/2/24,,,111AG4,91,43,1025
2018/2/24,,,111AG5,110,102,1777
2018/2/24,,,111AG6,390,221,5744
2018/2/24,,,111AG7,60,36,998
2018/2/24,,,111AG8,187,84,1878
2018/2/24,,,111AG9,225,162,3285
2018/2/25,,,111AA1,481,231,4044
2018/2/25,,,111AA2,99,36,978
2018/2/25,,,111AA4,131,74,1467
2018/2/25,,,111AA5,139,65,1581
2018/2/25,,,111AA6,39,26,285
2018/2/25,,,111AA7,38,47,444
2018/2/25,,,111AA9,29,22,352
2018/2/25,,,111AB2,65,41,1465
2018/2/25,,,111AC2,95,71,950
2018/2/25,,,111AC3,144,88,1404
2018/2/25,,,111AC4,94,69,1214
2018/2/25,,,111AC5,100,68,1373
2018/2/25,,,111AC6,94,58,1036
2018/2/25,,,111AC7,21,13,265
2018/2/25,,,111AC8,146,27,1273
2018/2/25,,,111AC9,545,345,5377
2018/2/25,,,111AD4,106,57,910
2018/2/25,,,111AD5,118,95,1060
2018/2/25,,,111AD6,109,70,1044
2018/2/25,,,111AD7,92,81,1348
2018/2/25,,,111AD8,41,48,459
2018/2/25,,,111AD9,572,387,6144
2018/2/25,,,111AE1,238,156,2397
2018/2/25,,,111AE5,140,68,1133
2018/2/25,,,111AE6,91,65,812
2018/2/25,,,111AE7,174,108,1467
2018/2/25,,,111AE8,76,38,872
2018/2/25,,,111AE9,78,44,818
2018/2/25,,,111AF1,91,36,778
2018/2/25,,,111AF2,209,104,1488
2018/2/25,,,111AF4,119,68,1386
2018/2/25,,,111AF8,827,455,8253
2018/2/25,,,111AG4,110,44,850
2018/2/25,,,111AG5,128,104,1480
2018/2/25,,,111AG6,398,254,5070
2018/2/25,,,111AG7,67,45,745
2018/2/25,,,111AG8,184,102,1648
2018/2/25,,,111AG9,245,158,2900
2018/2/26,,,111AA1,346,207,2739
2018/2/26,,,111AA2,43,21,418
2018/2/26,,,111AA4,86,50,1035
2018/2/26,,,111AA5,89,72,905
2018/2/26,,,111AA6,29,23,232
2018/2/26,,,111AA7,44,35,390
2018/2/26,,,111AA9,24,20,204
2018/2/26,,,111AB2,50,16,762
2018/2/26,,,111AC2,50,24,361
2018/2/26,,,111AC3,85,44,703
2018/2/26,,,111AC4,59,40,692
2018/2/26,,,111AC5,68,51,568
2018/2/26,,,111AC6,57,44,495
2018/2/26,,,111AC7,14,21,210
2018/2/26,,,111AC8,88,42,865
2018/2/26,,,111AC9,409,223,3307
2018/2/26,,,111AD4,81,57,627
2018/2/26,,,111AD5,89,74,814
2018/2/26,,,111AD6,64,51,639
2018/2/26,,,111AD7,90,92,984
2018/2/26,,,111AD8,46,50,407
2018/2/26,,,111AD9,370,239,3786
2018/2/26,,,111AE1,132,83,1358
2018/2/26,,,111AE5,58,35,489
2018/2/26,,,111AE6,54,32,364
2018/2/26,,,111AE7,90,74,824
2018/2/26,,,111AE8,53,39,499
2018/2/26,,,111AE9,39,24,319
2018/2/26,,,111AF1,46,15,292
2018/2/26,,,111AF2,132,51,635
2018/2/26,,,111AF4,75,45,705
2018/2/26,,,111AF8,468,282,4584
2018/2/26,,,111AG4,63,25,404
2018/2/26,,,111AG5,91,94,885
2018/2/26,,,111AG6,281,203,2286
2018/2/26,,,111AG7,39,30,429
2018/2/26,,,111AG8,118,43,732
2018/2/26,,,111AG9,139,134,1509
2018/2/27,,,111AA1,310,185,2169
2018/2/27,,,111AA2,45,23,375
2018/2/27,,,111AA4,82,46,794
2018/2/27,,,111AA5,86,50,696
2018/2/27,,,111AA6,25,20,168
2018/2/27,,,111AA7,31,32,291
2018/2/27,,,111AA9,21,15,187
2018/2/27,,,111AB2,45,16,698
2018/2/27,,,111AC2,56,30,369
2018/2/27,,,111AC3,82,49,588
2018/2/27,,,111AC4,81,47,556
2018/2/27,,,111AC5,76,49,491
2018/2/27,,,111AC6,58,52,427
2018/2/27,,,111AC7,14,15,155
2018/2/27,,,111AC8,83,39,696
2018/2/27,,,111AC9,409,212,2989
2018/2/27,,,111AD4,71,41,576
2018/2/27,,,111AD5,95,87,734
2018/2/27,,,111AD6,76,53,631
2018/2/27,,,111AD7,91,102,890
2018/2/27,,,111AD8,28,44,380
2018/2/27,,,111AD9,311,243,3182
2018/2/27,,,111AE1,112,70,1187
2018/2/27,,,111AE5,73,39,479
2018/2/27,,,111AE6,45,20,362
2018/2/27,,,111AE7,89,60,730
2018/2/27,,,111AE8,65,34,420
2018/2/27,,,111AE9,44,22,302
2018/2/27,,,111AF1,52,15,298
2018/2/27,,,111AF2,130,80,648
2018/2/27,,,111AF4,89,36,683
2018/2/27,,,111AF8,455,279,3927
2018/2/27,,,111AG4,81,35,504
2018/2/27,,,111AG5,72,81,765
2018/2/27,,,111AG6,317,188,2214
2018/2/27,,,111AG7,40,33,364
2018/2/27,,,111AG8,141,52,745
2018/2/27,,,111AG9,149,116,1438
2018/2/28,,,111AA1,322,143,2079
2018/2/28,,,111AA2,56,22,537
2018/2/28,,,111AA4,94,45,869
2018/2/28,,,111AA5,80,63,670
2018/2/28,,,111AA6,33,17,193
2018/2/28,,,111AA7,44,41,385
2018/2/28,,,111AA9,29,21,240
2018/2/28,,,111AB2,61,18,740
2018/2/28,,,111AC2,61,34,417
2018/2/28,,,111AC3,86,51,708
2018/2/28,,,111AC4,74,51,660
2018/2/28,,,111AC5,78,50,493
2018/2/28,,,111AC6,62,43,432
2018/2/28,,,111AC7,20,11,183
2018/2/28,,,111AC8,106,27,666
2018/2/28,,,111AC9,405,195,3236
2018/2/28,,,111AD4,80,38,590
2018/2/28,,,111AD5,109,77,706
2018/2/28,,,111AD6,69,55,673
2018/2/28,,,111AD7,88,86,999
2018/2/28,,,111AD8,40,51,417
2018/2/28,,,111AD9,351,198,3204
2018/2/28,,,111AE1,134,92,1253
2018/2/28,,,111AE5,64,27,493
2018/2/28,,,111AE6,30,36,315
2018/2/28,,,111AE7,110,54,750
2018/2/28,,,111AE8,46,26,417
2018/2/28,,,111AE9,46,19,272
2018/2/28,,,111AF1,48,8,271
2018/2/28,,,111AF2,126,66,621
2018/2/28,,,111AF4,90,53,626
2018/2/28,,,111AF8,523,279,3933
2018/2/28,,,111AG4,51,34,391
2018/2/28,,,111AG5,102,67,791
2018/2/28,,,111AG6,269,170,2357
2018/2/28,,,111AG7,31,27,371
2018/2/28,,,111AG8,136,53,1199
2018/2/28,,,111AG9,155,99,1352
2018/3/1,,,111AA1,320,158,2051
2018/3/1,,,111AA2,56,19,498
2018/3/1,,,111AA4,89,54,874
2018/3/1,,,111AA5,100,50,747
2018/3/1,,,111AA6,27,7,195
2018/3/1,,,111AA7,36,38,364
2018/3/1,,,111AA9,23,20,221
2018/3/1,,,111AB2,47,20,609
2018/3/1,,,111AC2,58,31,390
2018/3/1,,,111AC3,93,44,599
2018/3/1,,,111AC4,89,35,616
2018/3/1,,,111AC5,70,49,471
2018/3/1,,,111AC6,54,44,379
2018/3/1,,,111AC7,14,7,162
2018/3/1,,,111AC8,81,26,664
2018/3/1,,,111AC9,318,168,2853
2018/3/1,,,111AD4,78,43,608
2018/3/1,,,111AD5,102,89,714
2018/3/1,,,111AD6,65,59,655
2018/3/1,,,111AD7,84,97,902
2018/3/1,,,111AD8,31,34,427
2018/3/1,,,111AD9,369,257,3388
2018/3/1,,,111AE1,141,72,1229
2018/3/1,,,111AE5,64,22,521
2018/3/1,,,111AE6,49,18,356
2018/3/1,,,111AE7,78,56,764
2018/3/1,,,111AE8,49,24,392
2018/3/1,,,111AE9,46,20,345
2018/3/1,,,111AF1,56,11,333
2018/3/1,,,111AF2,126,52,680
2018/3/1,,,111AF4,80,56,702
2018/3/1,,,111AF8,448,270,3675
2018/3/1,,,111AG4,54,32,380
2018/3/1,,,111AG5,92,77,807
2018/3/1,,,111AG6,314,176,2369
2018/3/1,,,111AG7,37,18,296
2018/3/1,,,111AG8,126,44,766
2018/3/1,,,111AG9,160,89,1266
2018/3/2,,,111AA1,310,162,2130
2018/3/2,,,111AA2,57,22,507
2018/3/2,,,111AA4,80,43,822
2018/3/2,,,111AA5,89,53,788
2018/3/2,,,111AA6,39,37,277
2018/3/2,,,111AA7,45,26,339
2018/3/2,,,111AA9,15,17,193
2018/3/2,,,111AB2,63,15,631
2018/3/2,,,111AC2,57,26,408
2018/3/2,,,111AC3,109,43,692
2018/3/2,,,111AC4,75,53,619
2018/3/2,,,111AC5,71,46,475
2018/3/2,,,111AC6,64,35,476
2018/3/2,,,111AC7,24,13,186
2018/3/2,,,111AC8,74,28,711
2018/3/2,,,111AC9,326,171,3174
2018/3/2,,,111AD4,56,44,603
2018/3/2,,,111AD5,101,74,668
2018/3/2,,,111AD6,87,63,735
2018/3/2,,,111AD7,91,93,1016
2018/3/2,,,111AD8,47,39,372
2018/3/2,,,111AD9,381,308,3460
2018/3/2,,,111AE1,158,113,1456
2018/3/2,,,111AE5,90,36,1082
2018/3/2,,,111AE6,47,27,439
2018/3/2,,,111AE7,112,46,899
2018/3/2,,,111AE8,53,27,521
2018/3/2,,,111AE9,60,23,491
2018/3/2,,,111AF1,48,19,389
2018/3/2,,,111AF2,146,49,919
2018/3/2,,,111AF4,88,54,694
2018/3/2,,,111AF8,466,262,4151
2018/3/2,,,111AG4,82,40,446
2018/3/2,,,111AG5,96,76,848
2018/3/2,,,111AG6,236,151,2580
2018/3/2,,,111AG7,56,32,408
2018/3/2,,,111AG8,128,55,811
2018/3/2,,,111AG9,139,112,1438
2018/3/3,,,111AA1,487,218,4611
2018/3/3,,,111AA2,99,25,1203
2018/3/3,,,111AA4,142,73,1686
2018/3/3,,,111AA5,160,68,1836
2018/3/3,,,111AA6,44,48,434
2018/3/3,,,111AA7,48,28,550
2018/3/3,,,111AA9,24,17,345
2018/3/3,,,111AB2,83,18,1560
2018/3/3,,,111AC2,95,59,1144
2018/3/3,,,111AC3,169,86,1661
2018/3/3,,,111AC4,126,75,1327
2018/3/3,,,111AC5,84,70,1333
2018/3/3,,,111AC6,102,59,1175
2018/3/3,,,111AC7,29,19,396
2018/3/3,,,111AC8,142,32,1491
2018/3/3,,,111AC9,465,239,6394
2018/3/3,,,111AD4,83,61,1063
2018/3/3,,,111AD5,132,106,1197
2018/3/3,,,111AD6,90,65,1199
2018/3/3,,,111AD7,104,116,1666
2018/3/3,,,111AD8,44,39,521
2018/3/3,,,111AD9,634,442,7143
2018/3/3,,,111AE1,242,157,3263
2018/3/3,,,111AE5,146,80,1664
2018/3/3,,,111AE6,88,51,1098
2018/3/3,,,111AE7,178,75,1960
2018/3/3,,,111AE8,74,40,1133
2018/3/3,,,111AE9,92,37,1068
2018/3/3,,,111AF1,93,40,1005
2018/3/3,,,111AF2,203,126,2132
2018/3/3,,,111AF4,135,49,1529
2018/3/3,,,111AF8,655,375,9987
2018/3/3,,,111AG4,123,54,1133
2018/3/3,,,111AG5,107,104,1700
2018/3/3,,,111AG6,381,252,6586
2018/3/3,,,111AG7,90,56,840
2018/3/3,,,111AG8,213,88,1928
2018/3/3,,,111AG9,211,172,3592
2018/3/4,,,111AA1,463,245,3974
2018/3/4,,,111AA2,94,33,1149
2018/3/4,,,111AA4,138,80,1690
2018/3/4,,,111AA5,145,96,1693
2018/3/4,,,111AA6,50,39,358
2018/3/4,,,111AA7,46,42,521
2018/3/4,,,111AA9,27,14,322
2018/3/4,,,111AB2,104,35,1494
2018/3/4,,,111AC2,139,57,1112
2018/3/4,,,111AC3,147,86,1590
2018/3/4,,,111AC4,108,85,1290
2018/3/4,,,111AC5,133,85,1373
2018/3/4,,,111AC6,105,59,1262
2018/3/4,,,111AC7,36,14,362
2018/3/4,,,111AC8,161,38,1499
2018/3/4,,,111AC9,547,287,6017
2018/3/4,,,111AD4,77,78,957
2018/3/4,,,111AD5,129,103,1115
2018/3/4,,,111AD6,111,88,1255
2018/3/4,,,111AD7,114,115,1568
2018/3/4,,,111AD8,51,48,593
2018/3/4,,,111AD9,646,449,6523
2018/3/4,,,111AE1,300,174,3178
2018/3/4,,,111AE5,196,92,1396
2018/3/4,,,111AE6,102,53,967
2018/3/4,,,111AE7,183,107,1901
2018/3/4,,,111AE8,128,71,1147
2018/3/4,,,111AE9,80,51,1134
2018/3/4,,,111AF1,130,30,1034
2018/3/4,,,111AF2,225,119,2004
2018/3/4,,,111AF4,132,88,1567
2018/3/4,,,111AF8,782,409,9195
2018/3/4,,,111AG4,127,64,1019
2018/3/4,,,111AG5,132,109,1650
2018/3/4,,,111AG6,409,316,6095
2018/3/4,,,111AG7,83,67,975
2018/3/4,,,111AG8,200,103,1807
2018/3/4,,,111AG9,286,183,3515
2018/3/5,,,111AA1,356,199,2765
2018/3/5,,,111AA2,74,23,518
2018/3/5,,,111AA4,161,48,1072
2018/3/5,,,111AA5,88,80,811
2018/3/5,,,111AA6,30,23,269
2018/3/5,,,111AA7,37,29,377
2018/3/5,,,111AA9,35,17,257
2018/3/5,,,111AB2,57,28,900
2018/3/5,,,111AC2,64,33,453
2018/3/5,,,111AC3,106,86,919
2018/3/5,,,111AC4,97,62,849
2018/3/5,,,111AC5,92,75,720
2018/3/5,,,111AC6,65,44,519
2018/3/5,,,111AC7,29,22,244
2018/3/5,,,111AC8,113,57,981
2018/3/5,,,111AC9,429,274,3918
2018/3/5,,,111AD4,87,63,735
2018/3/5,,,111AD5,120,108,867
2018/3/5,,,111AD6,94,71,913
2018/3/5,,,111AD7,107,130,1222
2018/3/5,,,111AD8,48,59,520
2018/3/5,,,111AD9,464,342,4195
2018/3/5,,,111AE1,166,130,1598
2018/3/5,,,111AE5,61,60,650
2018/3/5,,,111AE6,57,29,453
2018/3/5,,,111AE7,100,67,976
2018/3/5,,,111AE8,64,33,589
2018/3/5,,,111AE9,50,27,364
2018/3/5,,,111AF1,69,14,398
2018/3/5,,,111AF2,150,72,840
2018/3/5,,,111AF4,107,65,849
2018/3/5,,,111AF8,491,268,5152
2018/3/5,,,111AG4,70,41,499
2018/3/5,,,111AG5,113,100,1052
2018/3/5,,,111AG6,270,237,2990
2018/3/5,,,111AG7,42,29,516
2018/3/5,,,111AG8,161,56,900
2018/3/5,,,111AG9,161,116,1683
2018/3/6,,,111AA1,337,189,2583
2018/3/6,,,111AA2,64,21,515
2018/3/6,,,111AA4,114,63,855
2018/3/6,,,111AA5,88,82,808
2018/3/6,,,111AA6,21,18,205
2018/3/6,,,111AA7,31,35,439
2018/3/6,,,111AA9,26,16,214
2018/3/6,,,111AB2,67,29,848
2018/3/6,,,111AC2,45,37,438
2018/3/6,,,111AC3,105,74,790
2018/3/6,,,111AC4,99,83,1071
2018/3/6,,,111AC5,97,64,578
2018/3/6,,,111AC6,47,47,480
2018/3/6,,,111AC7,20,19,232
2018/3/6,,,111AC8,98,42,822
2018/3/6,,,111AC9,442,218,3204
2018/3/6,,,111AD4,70,52,645
2018/3/6,,,111AD5,102,95,642
2018/3/6,,,111AD6,80,64,830
2018/3/6,,,111AD7,94,87,989
2018/3/6,,,111AD8,46,42,472
2018/3/6,,,111AD9,337,312,3752
2018/3/6,,,111AE1,174,119,1721
2018/3/6,,,111AE5,62,51,497
2018/3/6,,,111AE6,51,26,358
2018/3/6,,,111AE7,98,66,878
2018/3/6,,,111AE8,71,48,536
2018/3/6,,,111AE9,58,29,409
2018/3/6,,,111AF1,49,20,390
2018/3/6,,,111AF2,132,66,751
2018/3/6,,,111AF4,95,51,715
2018/3/6,,,111AF8,346,250,4675
2018/3/6,,,111AG4,65,45,458
2018/3/6,,,111AG5,93,103,1020
2018/3/6,,,111AG6,236,253,2639
2018/3/6,,,111AG7,34,26,410
2018/3/6,,,111AG8,128,58,805
2018/3/6,,,111AG9,153,113,1691
2018/3/7,,,111AA1,323,212,2580
2018/3/7,,,111AA2,49,31,466
2018/3/7,,,111AA4,95,71,831
2018/3/7,,,111AA5,79,45,776
2018/3/7,,,111AA6,25,21,181
2018/3/7,,,111AA7,34,27,359
2018/3/7,,,111AA9,24,16,222
2018/3/7,,,111AB2,68,24,781
2018/3/7,,,111AC2,70,48,793
2018/3/7,,,111AC3,86,67,695
2018/3/7,,,111AC4,76,73,738
2018/3/7,,,111AC5,97,64,589
2018/3/7,,,111AC6,68,47,492
2018/3/7,,,111AC7,22,13,178
2018/3/7,,,111AC8,109,31,819
2018/3/7,,,111AC9,335,271,3325
2018/3/7,,,111AD4,64,53,658
2018/3/7,,,111AD5,91,76,726
2018/3/7,,,111AD6,81,64,828
2018/3/7,,,111AD7,90,105,1001
2018/3/7,,,111AD8,46,48,512
2018/3/7,,,111AD9,345,295,3577
2018/3/7,,,111AE1,138,100,1408
2018/3/7,,,111AE5,68,46,461
2018/3/7,,,111AE6,39,27,348
2018/3/7,,,111AE7,81,70,739
2018/3/7,,,111AE8,56,47,504
2018/3/7,,,111AE9,49,15,309
2018/3/7,,,111AF1,45,12,289
2018/3/7,,,111AF2,125,73,686
2018/3/7,,,111AF4,123,67,760
2018/3/7,,,111AF8,442,253,4746
2018/3/7,,,111AG4,87,34,475
2018/3/7,,,111AG5,94,85,950
2018/3/7,,,111AG6,282,219,2466
2018/3/7,,,111AG7,37,39,406
2018/3/7,,,111AG8,132,66,762
2018/3/7,,,111AG9,149,124,1633
2018/3/8,,,111AA1,328,180,2521
2018/3/8,,,111AA2,55,28,543
2018/3/8,,,111AA4,92,75,921
2018/3/8,,,111AA5,84,63,821
2018/3/8,,,111AA6,28,16,210
2018/3/8,,,111AA7,41,39,369
2018/3/8,,,111AA9,23,11,188
2018/3/8,,,111AB2,46,28,851
2018/3/8,,,111AC2,40,24,382
2018/3/8,,,111AC3,85,63,752
2018/3/8,,,111AC4,74,57,729
2018/3/8,,,111AC5,105,67,592
2018/3/8,,,111AC6,66,45,525
2018/3/8,,,111AC7,21,19,179
2018/3/8,,,111AC8,132,37,920
2018/3/8,,,111AC9,302,189,2631
2018/3/8,,,111AD4,45,44,503
2018/3/8,,,111AD5,90,87,840
2018/3/8,,,111AD6,99,66,944
2018/3/8,,,111AD7,101,106,1146
2018/3/8,,,111AD8,48,43,511
2018/3/8,,,111AD9,353,304,3847
2018/3/8,,,111AE1,138,109,1466
2018/3/8,,,111AE5,62,47,510
2018/3/8,,,111AE6,46,21,346
2018/3/8,,,111AE7,83,56,703
2018/3/8,,,111AE8,41,28,461
2018/3/8,,,111AE9,52,35,362
2018/3/8,,,111AF1,41,16,301
2018/3/8,,,111AF2,119,66,703
2018/3/8,,,111AF4,117,75,904
2018/3/8,,,111AF8,464,259,4734
2018/3/8,,,111AG4,66,31,436
2018/3/8,,,111AG5,84,81,971
2018/3/8,,,111AG6,266,177,2319
2018/3/8,,,111AG7,34,31,472
2018/3/8,,,111AG8,126,65,785
2018/3/8,,,111AG9,127,123,1602
2018/3/9,,,111AA1,297,168,2532
2018/3/9,,,111AA2,63,11,476
2018/3/9,,,111AA4,97,43,840
2018/3/9,,,111AA5,83,55,789
2018/3/9,,,111AA6,25,8,207
2018/3/9,,,111AA7,24,37,375
2018/3/9,,,111AA9,16,12,231
2018/3/9,,,111AB2,59,23,813
2018/3/9,,,111AC2,44,50,498
2018/3/9,,,111AC3,107,65,759
2018/3/9,,,111AC4,61,44,680
2018/3/9,,,111AC5,77,61,588
2018/3/9,,,111AC6,60,35,520
2018/3/9,,,111AC7,23,6,195
2018/3/9,,,111AC8,96,28,832
2018/3/9,,,111AC9,308,213,3140
2018/3/9,,,111AD4,42,49,683
2018/3/9,,,111AD5,95,95,842
2018/3/9,,,111AD6,81,59,754
2018/3/9,,,111AD7,87,81,1074
2018/3/9,,,111AD8,38,33,480
2018/3/9,,,111AD9,379,291,3764
2018/3/9,,,111AE1,121,117,1353
2018/3/9,,,111AE5,62,38,499
2018/3/9,,,111AE6,41,34,420
2018/3/9,,,111AE7,74,70,873
2018/3/9,,,111AE8,36,36,482
2018/3/9,,,111AE9,43,17,407
2018/3/9,,,111AF1,46,13,320
2018/3/9,,,111AF2,113,64,751
2018/3/9,,,111AF4,67,50,670
2018/3/9,,,111AF8,431,226,4811
2018/3/9,,,111AG4,68,36,451
2018/3/9,,,111AG5,97,81,965
2018/3/9,,,111AG6,263,179,2695
2018/3/9,,,111AG7,27,36,444
2018/3/9,,,111AG8,133,65,822
2018/3/9,,,111AG9,123,111,1558
2018/3/10,,,111AA1,398,208,4506
2018/3/10,,,111AA2,106,32,1178
2018/3/10,,,111AA4,138,52,1761
2018/3/10,,,111AA5,127,72,1706
2018/3/10,,,111AA6,25,31,325
2018/3/10,,,111AA7,48,53,584
2018/3/10,,,111AA9,19,24,375
2018/3/10,,,111AB2,69,31,1841
2018/3/10,,,111AC2,93,60,1237
2018/3/10,,,111AC3,138,77,1794
2018/3/10,,,111AC4,88,77,1404
2018/3/10,,,111AC5,103,68,1562
2018/3/10,,,111AC6,102,67,1167
2018/3/10,,,111AC7,25,13,309
2018/3/10,,,111AC8,119,37,1470
2018/3/10,,,111AC9,432,318,6048
2018/3/10,,,111AD4,53,59,1077
2018/3/10,,,111AD5,93,118,1251
2018/3/10,,,111AD6,112,88,1321
2018/3/10,,,111AD7,94,117,1744
2018/3/10,,,111AD8,55,55,623
2018/3/10,,,111AD9,539,370,7053
2018/3/10,,,111AE1,194,140,3185
2018/3/10,,,111AE5,141,85,1315
2018/3/10,,,111AE6,68,47,967
