Date,Region_code,Org_code,Contract_code,Ambulance final dispositions,Recommend to A&E,N of calls
2021/2/13,Y61,NNJ,111AC7,31,14,314
2021/2/13,Y60,NNJ,111AC8,139,58,1299
2021/2/13,Y56,NKB,111AD5,134,193,1360
2021/2/13,Y56,RRU,111AD7,119,239,1925
2021/2/13,Y63,RX8,111AD9,596,747,6795
2021/2/13,Y58,NTP,111AE7,145,103,1144
2021/2/13,Y58,NLO,111AF1,37,53,546
2021/2/13,Y60,NLO,111AF4,88,77,900
2021/2/13,Y62,RX7,111AF8,675,565,7100
2021/2/13,Y56,NLO,111AG5,108,109,1449
2021/2/13,Y61,Y00415,111AG7,52,34,873
2021/2/13,Y61,NVE,111AG8,171,94,1380
2021/2/13,Y59,RYE,111AG9,209,132,2898
2021/2/13,Y58,NLO,111AH1,81,44,787
2021/2/13,Y58,NTP,111AH2,81,55,594
2021/2/13,Y61,NVE,111AH4,128,114,1497
2021/2/13,Y56,RRU,111AH5,145,234,2271
2021/2/13,Y61,NTP,111AH7,159,122,1249
2021/2/13,Y58,NQW,111AH8,72,28,712
2021/2/13,Y59,RYE,111AH9,184,95,2810
2021/2/13,Y59,NTP,111AI2,105,87,934
2021/2/13,Y61,Y00415,111AI3,18,16,345
2021/2/13,Y58,RDY,111AI4,124,69,980
2021/2/13,Y58,NQW,111AI6,140,95,1587
2021/2/13,Y60,RYA,111AI8,633,477,5734
2021/2/13,Y59,RYD,111AI9,512,462,4733
2021/2/13,Y56,RRU,111AJ1,148,205,2105
2021/2/14,Y63,RX6,111AA1,430,306,3394
2021/2/14,Y60,NNJ,111AA2,82,35,678
2021/2/14,Y60,NNJ,111AA4,101,25,1027
2021/2/14,Y60,NNJ,111AA5,120,39,1112
2021/2/14,Y59,R1F,111AA6,37,46,311
2021/2/14,Y61,Y00415,111AB2,83,49,1162
2021/2/14,Y61,Y00415,111AC5,66,24,1077
2021/2/14,Y60,NNJ,111AC6,76,45,773
2021/2/14,Y61,NNJ,111AC7,32,17,230
2021/2/14,Y60,NNJ,111AC8,112,18,987
2021/2/14,Y56,NKB,111AD5,153,181,1152
2021/2/14,Y56,RRU,111AD7,139,244,1668
2021/2/14,Y63,RX8,111AD9,696,756,5928
2021/2/14,Y58,NTP,111AE7,155,103,946
2021/2/14,Y58,NLO,111AF1,49,51,456
2021/2/14,Y60,NLO,111AF4,89,58,725
2021/2/14,Y62,RX7,111AF8,674,596,5910
2021/2/14,Y56,NLO,111AG5,106,130,1202
2021/2/14,Y61,Y00415,111AG7,57,25,742
2021/2/14,Y61,NVE,111AG8,180,89,1232
2021/2/14,Y59,RYE,111AG9,258,133,2326
2021/2/14,Y58,NLO,111AH1,84,45,644
2021/2/14,Y58,NTP,111AH2,88,54,550
2021/2/14,Y61,NVE,111AH4,149,84,1283
2021/2/14,Y56,RRU,111AH5,161,238,1916
2021/2/14,Y61,NTP,111AH7,165,118,1065
2021/2/14,Y58,NQW,111AH8,61,32,592
2021/2/14,Y59,RYE,111AH9,207,117,2277
2021/2/14,Y59,NTP,111AI2,74,83,732
2021/2/14,Y61,Y00415,111AI3,19,5,279
2021/2/14,Y58,RDY,111AI4,110,73,841
2021/2/14,Y58,NQW,111AI6,152,82,1329
2021/2/14,Y60,RYA,111AI8,623,430,4777
2021/2/14,Y59,RYD,111AI9,467,504,4009
2021/2/14,Y56,RRU,111AJ1,146,174,1708
2021/2/15,Y63,RX6,111AA1,263,208,3238
2021/2/15,Y60,NNJ,111AA2,90,37,659
2021/2/15,Y60,NNJ,111AA4,132,32,1068
2021/2/15,Y60,NNJ,111AA5,145,48,1169
2021/2/15,Y59,R1F,111AA6,32,35,292
2021/2/15,Y61,Y00415,111AB2,94,41,1043
2021/2/15,Y61,Y00415,111AC5,65,32,891
2021/2/15,Y60,NNJ,111AC6,95,50,715
2021/2/15,Y61,NNJ,111AC7,40,22,265
2021/2/15,Y60,NNJ,111AC8,141,32,1038
2021/2/15,Y56,NKB,111AD5,110,192,1242
2021/2/15,Y56,RRU,111AD7,116,234,1747
2021/2/15,Y63,RX8,111AD9,522,683,4958
2021/2/15,Y58,NTP,111AE7,112,109,778
2021/2/15,Y58,NLO,111AF1,18,70,272
2021/2/15,Y60,NLO,111AF4,74,58,587
2021/2/15,Y62,RX7,111AF8,596,552,5999
2021/2/15,Y56,NLO,111AG5,91,94,1084
2021/2/15,Y61,Y00415,111AG7,36,32,795
2021/2/15,Y61,NVE,111AG8,118,58,911
2021/2/15,Y59,RYE,111AG9,193,108,1951
2021/2/15,Y58,NLO,111AH1,60,57,523
2021/2/15,Y58,NTP,111AH2,63,41,429
2021/2/15,Y61,NVE,111AH4,135,130,1100
2021/2/15,Y56,RRU,111AH5,156,242,2141
2021/2/15,Y61,NTP,111AH7,115,93,856
2021/2/15,Y58,NQW,111AH8,38,20,416
2021/2/15,Y59,RYE,111AH9,139,67,1916
2021/2/15,Y59,NTP,111AI2,94,76,627
2021/2/15,Y61,Y00415,111AI3,13,14,222
2021/2/15,Y58,RDY,111AI4,108,78,774
2021/2/15,Y58,NQW,111AI6,124,99,1040
2021/2/15,Y60,RYA,111AI8,512,452,4491
2021/2/15,Y59,RYD,111AI9,426,507,3372
2021/2/15,Y56,RRU,111AJ1,125,208,1928
2021/2/16,Y63,RX6,111AA1,366,263,2895
2021/2/16,Y60,NNJ,111AA2,88,27,648
2021/2/16,Y60,NNJ,111AA4,144,31,1035
2021/2/16,Y60,NNJ,111AA5,139,44,1148
2021/2/16,Y59,R1F,111AA6,35,37,298
2021/2/16,Y61,Y00415,111AB2,64,44,925
2021/2/16,Y61,Y00415,111AC5,72,42,871
2021/2/16,Y60,NNJ,111AC6,130,45,703
2021/2/16,Y61,NNJ,111AC7,37,13,259
2021/2/16,Y60,NNJ,111AC8,130,33,1012
2021/2/16,Y56,NKB,111AD5,133,195,1203
2021/2/16,Y56,RRU,111AD7,119,221,1595
2021/2/16,Y63,RX8,111AD9,509,614,4930
2021/2/16,Y58,NTP,111AE7,110,78,612
2021/2/16,Y58,NLO,111AF1,15,43,236
2021/2/16,Y60,NLO,111AF4,62,56,519
2021/2/16,Y62,RX7,111AF8,534,480,4863
2021/2/16,Y56,NLO,111AG5,81,76,922
2021/2/16,Y61,Y00415,111AG7,50,48,775
2021/2/16,Y61,NVE,111AG8,106,73,801
2021/2/16,Y59,RYE,111AG9,186,121,1829
2021/2/16,Y58,NLO,111AH1,56,56,470
2021/2/16,Y58,NTP,111AH2,51,62,340
2021/2/16,Y61,NVE,111AH4,133,122,1000
2021/2/16,Y56,RRU,111AH5,173,216,1902
2021/2/16,Y61,NTP,111AH7,124,93,785
2021/2/16,Y58,NQW,111AH8,40,21,364
2021/2/16,Y59,RYE,111AH9,167,77,1704
2021/2/16,Y59,NTP,111AI2,81,81,562
2021/2/16,Y61,Y00415,111AI3,26,6,250
2021/2/16,Y58,RDY,111AI4,88,66,656
2021/2/16,Y58,NQW,111AI6,86,72,905
2021/2/16,Y60,RYA,111AI8,518,375,4116
2021/2/16,Y59,RYD,111AI9,371,455,2997
2021/2/16,Y56,RRU,111AJ1,113,177,1663
2021/2/17,Y63,RX6,111AA1,341,215,2883
2021/2/17,Y60,NNJ,111AA2,84,41,603
2021/2/17,Y60,NNJ,111AA4,118,21,951
2021/2/17,Y60,NNJ,111AA5,167,48,1338
2021/2/17,Y59,R1F,111AA6,33,42,274
2021/2/17,Y61,Y00415,111AB2,79,42,882
2021/2/17,Y61,Y00415,111AC5,84,40,920
2021/2/17,Y60,NNJ,111AC6,109,54,952
2021/2/17,Y61,NNJ,111AC7,36,16,250
2021/2/17,Y60,NNJ,111AC8,133,49,1030
2021/2/17,Y56,NKB,111AD5,133,184,1073
2021/2/17,Y56,RRU,111AD7,112,240,1506
2021/2/17,Y63,RX8,111AD9,499,553,4411
2021/2/17,Y58,NTP,111AE7,102,72,625
2021/2/17,Y58,NLO,111AF1,22,50,216
2021/2/17,Y60,NLO,111AF4,55,53,405
2021/2/17,Y62,RX7,111AF8,522,509,4882
2021/2/17,Y56,NLO,111AG5,92,95,1002
2021/2/17,Y61,Y00415,111AG7,52,32,772
2021/2/17,Y61,NVE,111AG8,117,61,792
2021/2/17,Y59,RYE,111AG9,169,125,1768
2021/2/17,Y58,NLO,111AH1,44,51,399
2021/2/17,Y58,NTP,111AH2,69,39,353
2021/2/17,Y61,NVE,111AH4,123,94,976
2021/2/17,Y56,RRU,111AH5,170,227,1917
2021/2/17,Y61,NTP,111AH7,124,98,796
2021/2/17,Y58,NQW,111AH8,59,25,421
2021/2/17,Y59,RYE,111AH9,140,73,1625
2021/2/17,Y59,NTP,111AI2,83,50,535
2021/2/17,Y61,Y00415,111AI3,11,8,183
2021/2/17,Y58,RDY,111AI4,97,54,624
2021/2/17,Y58,NQW,111AI6,129,89,861
2021/2/17,Y60,RYA,111AI8,485,427,4270
2021/2/17,Y59,RYD,111AI9,382,461,2849
2021/2/17,Y56,RRU,111AJ1,113,195,1730
2021/2/18,Y63,RX6,111AA1,306,227,2958
2021/2/18,Y60,NNJ,111AA2,97,18,603
2021/2/18,Y60,NNJ,111AA4,155,12,1000
2021/2/18,Y60,NNJ,111AA5,141,42,1098
2021/2/18,Y59,R1F,111AA6,31,34,243
2021/2/18,Y61,Y00415,111AB2,62,32,830
2021/2/18,Y61,Y00415,111AC5,83,42,848
2021/2/18,Y60,NNJ,111AC6,98,53,669
2021/2/18,Y61,NNJ,111AC7,31,15,213
2021/2/18,Y60,NNJ,111AC8,117,34,952
2021/2/18,Y56,NKB,111AD5,143,202,1124
2021/2/18,Y56,RRU,111AD7,122,214,1546
2021/2/18,Y63,RX8,111AD9,513,608,4590
2021/2/18,Y58,NTP,111AE7,103,85,658
2021/2/18,Y58,NLO,111AF1,20,45,187
2021/2/18,Y60,NLO,111AF4,59,64,463
2021/2/18,Y62,RX7,111AF8,577,545,5253
2021/2/18,Y56,NLO,111AG5,86,93,914
2021/2/18,Y61,Y00415,111AG7,56,34,705
2021/2/18,Y61,NVE,111AG8,121,61,774
2021/2/18,Y59,RYE,111AG9,186,101,1837
2021/2/18,Y58,NLO,111AH1,50,44,373
2021/2/18,Y58,NTP,111AH2,71,53,378
2021/2/18,Y61,NVE,111AH4,133,100,993
2021/2/18,Y56,RRU,111AH5,122,210,1884
2021/2/18,Y61,NTP,111AH7,123,84,807
2021/2/18,Y58,NQW,111AH8,46,26,387
2021/2/18,Y59,RYE,111AH9,129,63,1700
2021/2/18,Y59,NTP,111AI2,87,72,608
2021/2/18,Y61,Y00415,111AI3,18,10,217
2021/2/18,Y58,RDY,111AI4,82,46,564
2021/2/18,Y58,NQW,111AI6,124,60,890
2021/2/18,Y60,RYA,111AI8,512,382,4228
2021/2/18,Y59,RYD,111AI9,429,450,2977
2021/2/18,Y56,RRU,111AJ1,136,187,1714
2021/2/19,Y63,RX6,111AA1,232,194,3123
2021/2/19,Y60,NNJ,111AA2,82,35,630
2021/2/19,Y60,NNJ,111AA4,114,27,990
2021/2/19,Y60,NNJ,111AA5,135,50,1200
2021/2/19,Y59,R1F,111AA6,30,40,238
2021/2/19,Y61,Y00415,111AB2,76,43,936
2021/2/19,Y61,Y00415,111AC5,93,51,927
2021/2/19,Y60,NNJ,111AC6,78,53,649
2021/2/19,Y61,NNJ,111AC7,34,14,263
2021/2/19,Y60,NNJ,111AC8,144,28,1029
2021/2/19,Y56,NKB,111AD5,122,174,1131
2021/2/19,Y56,RRU,111AD7,104,201,1690
2021/2/19,Y63,RX8,111AD9,497,629,4817
2021/2/19,Y58,NTP,111AE7,100,94,663
2021/2/19,Y58,NLO,111AF1,23,52,261
2021/2/19,Y60,NLO,111AF4,83,71,554
2021/2/19,Y62,RX7,111AF8,574,486,5430
2021/2/19,Y56,NLO,111AG5,114,112,1054
2021/2/19,Y61,Y00415,111AG7,53,32,729
2021/2/19,Y61,NVE,111AG8,137,59,910
2021/2/19,Y59,RYE,111AG9,197,82,1871
2021/2/19,Y58,NLO,111AH1,70,45,530
2021/2/19,Y58,NTP,111AH2,70,37,386
2021/2/19,Y61,NVE,111AH4,116,115,1049
2021/2/19,Y56,RRU,111AH5,122,202,1975
2021/2/19,Y61,NTP,111AH7,125,74,805
2021/2/19,Y58,NQW,111AH8,57,24,473
2021/2/19,Y59,RYE,111AH9,150,73,1852
2021/2/19,Y59,NTP,111AI2,90,95,656
2021/2/19,Y61,Y00415,111AI3,17,7,276
2021/2/19,Y58,RDY,111AI4,90,60,647
2021/2/19,Y58,NQW,111AI6,110,59,876
2021/2/19,Y60,RYA,111AI8,472,377,3998
2021/2/19,Y59,RYD,111AI9,345,482,3356
2021/2/19,Y56,RRU,111AJ1,121,188,1695
2021/2/20,Y63,RX6,111AA1,483,343,4249
2021/2/20,Y60,NNJ,111AA2,110,33,1060
2021/2/20,Y60,NNJ,111AA4,173,24,1480
2021/2/20,Y60,NNJ,111AA5,185,62,1820
2021/2/20,Y59,R1F,111AA6,42,51,373
2021/2/20,Y61,Y00415,111AB2,90,33,1467
2021/2/20,Y61,Y00415,111AC5,96,60,1333
2021/2/20,Y60,NNJ,111AC6,110,98,1050
2021/2/20,Y61,NNJ,111AC7,40,25,355
2021/2/20,Y60,NNJ,111AC8,167,53,1483
2021/2/20,Y56,NKB,111AD5,157,222,1441
2021/2/20,Y56,RRU,111AD7,139,257,2055
2021/2/20,Y63,RX8,111AD9,704,768,7471
2021/2/20,Y58,NTP,111AE7,133,110,1154
2021/2/20,Y58,NLO,111AF1,52,66,675
2021/2/20,Y60,NLO,111AF4,115,103,1084
2021/2/20,Y62,RX7,111AF8,732,661,7532
2021/2/20,Y56,NLO,111AG5,143,99,1381
2021/2/20,Y61,Y00415,111AG7,80,39,967
2021/2/20,Y61,NVE,111AG8,194,83,1587
2021/2/20,Y59,RYE,111AG9,286,122,2790
2021/2/20,Y58,NLO,111AH1,104,60,941
2021/2/20,Y58,NTP,111AH2,83,49,679
2021/2/20,Y61,NVE,111AH4,167,122,1629
2021/2/20,Y56,RRU,111AH5,141,253,2375
2021/2/20,Y61,NTP,111AH7,169,118,1381
2021/2/20,Y58,NQW,111AH8,87,30,760
2021/2/20,Y59,RYE,111AH9,243,108,2910
2021/2/20,Y59,NTP,111AI2,94,109,962
2021/2/20,Y61,Y00415,111AI3,22,11,399
2021/2/20,Y58,RDY,111AI4,110,87,1011
2021/2/20,Y58,NQW,111AI6,165,92,1740
2021/2/20,Y60,RYA,111AI8,634,453,6044
2021/2/20,Y59,RYD,111AI9,497,577,4778
2021/2/20,Y56,RRU,111AJ1,163,213,2222
2021/2/21,Y63,RX6,111AA1,517,357,3568
2021/2/21,Y60,NNJ,111AA2,94,45,809
2021/2/21,Y60,NNJ,111AA4,171,25,1249
2021/2/21,Y60,NNJ,111AA5,177,44,1508
2021/2/21,Y59,R1F,111AA6,38,37,292
2021/2/21,Y61,Y00415,111AB2,94,34,1275
2021/2/21,Y61,Y00415,111AC5,90,65,1121
2021/2/21,Y60,NNJ,111AC6,119,75,848
2021/2/21,Y61,NNJ,111AC7,47,10,330
2021/2/21,Y60,NNJ,111AC8,162,40,1405
2021/2/21,Y56,NKB,111AD5,101,210,1195
2021/2/21,Y56,RRU,111AD7,127,242,1716
2021/2/21,Y63,RX8,111AD9,659,827,6027
2021/2/21,Y58,NTP,111AE7,140,136,1022
2021/2/21,Y58,NLO,111AF1,47,65,525
2021/2/21,Y60,NLO,111AF4,89,96,818
2021/2/21,Y62,RX7,111AF8,743,630,6644
2021/2/21,Y56,NLO,111AG5,136,124,1238
2021/2/21,Y61,Y00415,111AG7,59,24,786
2021/2/21,Y61,NVE,111AG8,162,83,1303
2021/2/21,Y59,RYE,111AG9,301,175,2622
2021/2/21,Y58,NLO,111AH1,65,65,731
2021/2/21,Y58,NTP,111AH2,111,63,566
2021/2/21,Y61,NVE,111AH4,151,123,1336
2021/2/21,Y56,RRU,111AH5,163,240,1975
2021/2/21,Y61,NTP,111AH7,170,101,1078
2021/2/21,Y58,NQW,111AH8,62,41,639
2021/2/21,Y59,RYE,111AH9,295,93,2443
2021/2/21,Y59,NTP,111AI2,114,94,862
2021/2/21,Y61,Y00415,111AI3,24,12,295
2021/2/21,Y58,RDY,111AI4,113,78,938
2021/2/21,Y58,NQW,111AI6,158,97,1493
2021/2/21,Y60,RYA,111AI8,639,480,5107
2021/2/21,Y59,RYD,111AI9,523,626,3994
2021/2/21,Y56,RRU,111AJ1,144,187,1768
2021/2/22,Y63,RX6,111AA1,325,231,3198
2021/2/22,Y60,NNJ,111AA2,87,33,674
2021/2/22,Y60,NNJ,111AA4,137,24,1078
2021/2/22,Y60,NNJ,111AA5,141,67,1199
2021/2/22,Y59,R1F,111AA6,33,33,264
2021/2/22,Y61,Y00415,111AB2,54,40,1053
2021/2/22,Y61,Y00415,111AC5,76,48,933
2021/2/22,Y60,NNJ,111AC6,86,72,707
2021/2/22,Y61,NNJ,111AC7,39,17,277
2021/2/22,Y60,NNJ,111AC8,145,43,1089
2021/2/22,Y56,NKB,111AD5,124,213,1244
2021/2/22,Y56,RRU,111AD7,103,241,1829
2021/2/22,Y63,RX8,111AD9,519,652,4908
2021/2/22,Y58,NTP,111AE7,119,89,679
2021/2/22,Y58,NLO,111AF1,19,63,300
2021/2/22,Y60,NLO,111AF4,79,62,607
2021/2/22,Y62,RX7,111AF8,652,585,6065
2021/2/22,Y56,NLO,111AG5,98,109,1041
2021/2/22,Y61,Y00415,111AG7,71,42,909
2021/2/22,Y61,NVE,111AG8,117,52,854
2021/2/22,Y59,RYE,111AG9,226,109,2023
2021/2/22,Y58,NLO,111AH1,56,80,646
2021/2/22,Y58,NTP,111AH2,66,50,405
2021/2/22,Y61,NVE,111AH4,145,141,1153
2021/2/22,Y56,RRU,111AH5,138,244,2264
2021/2/22,Y61,NTP,111AH7,145,108,879
2021/2/22,Y58,NQW,111AH8,35,22,413
2021/2/22,Y59,RYE,111AH9,156,86,1952
2021/2/22,Y59,NTP,111AI2,94,86,639
2021/2/22,Y61,Y00415,111AI3,24,10,262
2021/2/22,Y58,RDY,111AI4,86,78,716
2021/2/22,Y58,NQW,111AI6,97,70,910
2021/2/22,Y60,RYA,111AI8,534,400,4503
2021/2/22,Y59,RYD,111AI9,421,487,3312
2021/2/22,Y56,RRU,111AJ1,144,228,1999
2021/2/23,Y63,RX6,111AA1,302,226,2303
2021/2/23,Y60,NNJ,111AA2,74,35,526
2021/2/23,Y60,NNJ,111AA4,126,21,825
2021/2/23,Y60,NNJ,111AA5,107,45,819
2021/2/23,Y59,R1F,111AA6,28,37,215
2021/2/23,Y61,Y00415,111AB2,56,49,790
2021/2/23,Y61,Y00415,111AC5,74,46,706
2021/2/23,Y60,NNJ,111AC6,82,57,552
2021/2/23,Y61,NNJ,111AC7,26,17,214
2021/2/23,Y60,NNJ,111AC8,132,52,783
2021/2/23,Y56,NKB,111AD5,118,174,935
2021/2/23,Y56,RRU,111AD7,91,212,1442
2021/2/23,Y63,RX8,111AD9,487,560,3820
2021/2/23,Y58,NTP,111AE7,87,101,556
2021/2/23,Y58,NLO,111AF1,22,56,243
2021/2/23,Y60,NLO,111AF4,78,57,506
2021/2/23,Y62,RX7,111AF8,589,569,4802
2021/2/23,Y56,NLO,111AG5,108,75,834
2021/2/23,Y61,Y00415,111AG7,46,24,625
2021/2/23,Y61,NVE,111AG8,103,52,692
2021/2/23,Y59,RYE,111AG9,145,111,1387
2021/2/23,Y58,NLO,111AH1,45,64,483
2021/2/23,Y58,NTP,111AH2,60,40,332
2021/2/23,Y61,NVE,111AH4,91,110,833
2021/2/23,Y56,RRU,111AH5,141,176,1759
2021/2/23,Y61,NTP,111AH7,109,83,642
2021/2/23,Y58,NQW,111AH8,39,12,313
2021/2/23,Y59,RYE,111AH9,129,85,1410
2021/2/23,Y59,NTP,111AI2,54,59,453
2021/2/23,Y61,Y00415,111AI3,12,14,194
2021/2/23,Y58,RDY,111AI4,85,63,527
2021/2/23,Y58,NQW,111AI6,92,51,787
2021/2/23,Y60,RYA,111AI8,453,433,3581
2021/2/23,Y59,RYD,111AI9,347,347,2553
2021/2/23,Y56,RRU,111AJ1,98,157,1467
2021/2/24,Y63,RX6,111AA1,305,241,2386
2021/2/24,Y60,NNJ,111AA2,82,43,565
2021/2/24,Y60,NNJ,111AA4,112,14,875
2021/2/24,Y60,NNJ,111AA5,122,39,887
2021/2/24,Y59,R1F,111AA6,25,49,224
2021/2/24,Y61,Y00415,111AB2,63,52,748
2021/2/24,Y61,Y00415,111AC5,70,49,761
2021/2/24,Y60,NNJ,111AC6,83,64,591
2021/2/24,Y61,NNJ,111AC7,29,13,242
2021/2/24,Y60,NNJ,111AC8,109,36,836
2021/2/24,Y56,NKB,111AD5,120,143,895
2021/2/24,Y56,RRU,111AD7,99,223,1400
2021/2/24,Y63,RX8,111AD9,482,559,4124
2021/2/24,Y58,NTP,111AE7,76,75,576
2021/2/24,Y58,NLO,111AF1,24,41,280
2021/2/24,Y60,NLO,111AF4,73,50,531
2021/2/24,Y62,RX7,111AF8,622,546,4962
2021/2/24,Y56,NLO,111AG5,89,97,772
2021/2/24,Y61,Y00415,111AG7,48,15,637
2021/2/24,Y61,NVE,111AG8,89,71,633
2021/2/24,Y59,RYE,111AG9,153,122,1492
2021/2/24,Y58,NLO,111AH1,48,60,493
2021/2/24,Y58,NTP,111AH2,55,37,312
2021/2/24,Y61,NVE,111AH4,129,89,957
2021/2/24,Y56,RRU,111AH5,144,217,1795
2021/2/24,Y61,NTP,111AH7,131,71,636
2021/2/24,Y58,NQW,111AH8,38,11,305
2021/2/24,Y59,RYE,111AH9,125,65,1429
2021/2/24,Y59,NTP,111AI2,73,75,481
2021/2/24,Y61,Y00415,111AI3,11,13,180
2021/2/24,Y58,RDY,111AI4,56,54,542
2021/2/24,Y58,NQW,111AI6,89,55,730
2021/2/24,Y60,RYA,111AI8,499,376,3722
2021/2/24,Y59,RYD,111AI9,357,406,2497
2021/2/24,Y56,RRU,111AJ1,117,165,1521
2021/2/25,Y63,RX6,111AA1,294,240,2424
2021/2/25,Y60,NNJ,111AA2,68,22,505
2021/2/25,Y60,NNJ,111AA4,116,13,807
2021/2/25,Y60,NNJ,111AA5,92,42,882
2021/2/25,Y59,R1F,111AA6,37,38,237
2021/2/25,Y61,Y00415,111AB2,67,36,708
2021/2/25,Y61,Y00415,111AC5,79,50,730
2021/2/25,Y60,NNJ,111AC6,69,40,502
2021/2/25,Y61,NNJ,111AC7,16,14,185
2021/2/25,Y60,NNJ,111AC8,88,43,827
2021/2/25,Y56,NKB,111AD5,123,148,949
2021/2/25,Y56,RRU,111AD7,89,200,1408
2021/2/25,Y63,RX8,111AD9,493,540,3811
2021/2/25,Y58,NTP,111AE7,93,98,549
2021/2/25,Y58,NLO,111AF1,32,38,320
2021/2/25,Y60,NLO,111AF4,100,62,606
2021/2/25,Y62,RX7,111AF8,554,522,4531
2021/2/25,Y56,NLO,111AG5,98,96,854
2021/2/25,Y61,Y00415,111AG7,44,20,563
2021/2/25,Y61,NVE,111AG8,121,70,680
2021/2/25,Y59,RYE,111AG9,156,89,1306
2021/2/25,Y58,NLO,111AH1,71,61,515
2021/2/25,Y58,NTP,111AH2,54,43,296
2021/2/25,Y61,NVE,111AH4,115,108,851
2021/2/25,Y56,RRU,111AH5,131,159,1735
2021/2/25,Y61,NTP,111AH7,126,97,844
2021/2/25,Y58,NQW,111AH8,38,20,360
2021/2/25,Y59,RYE,111AH9,136,67,1360
2021/2/25,Y59,NTP,111AI2,74,76,457
2021/2/25,Y61,Y00415,111AI3,12,20,171
2021/2/25,Y58,RDY,111AI4,61,46,519
2021/2/25,Y58,NQW,111AI6,91,45,687
2021/2/25,Y60,RYA,111AI8,492,399,3485
2021/2/25,Y59,RYD,111AI9,306,375,2586
2021/2/25,Y56,RRU,111AJ1,117,139,1403
2021/2/26,Y63,RX6,111AA1,273,241,2522
2021/2/26,Y60,NNJ,111AA2,78,27,528
2021/2/26,Y60,NNJ,111AA4,91,24,888
2021/2/26,Y60,NNJ,111AA5,97,46,894
2021/2/26,Y59,R1F,111AA6,33,28,219
2021/2/26,Y61,Y00415,111AB2,61,58,840
2021/2/26,Y61,Y00415,111AC5,64,45,804
2021/2/26,Y60,NNJ,111AC6,76,48,566
2021/2/26,Y61,NNJ,111AC7,29,10,241
2021/2/26,Y60,NNJ,111AC8,119,43,861
2021/2/26,Y56,NKB,111AD5,116,192,1033
2021/2/26,Y56,RRU,111AD7,97,187,1514
2021/2/26,Y63,RX8,111AD9,462,557,4181
2021/2/26,Y58,NTP,111AE7,112,83,619
2021/2/26,Y58,NLO,111AF1,30,43,413
2021/2/26,Y60,NLO,111AF4,85,90,771
2021/2/26,Y62,RX7,111AF8,565,508,4958
2021/2/26,Y56,NLO,111AG5,83,120,889
2021/2/26,Y61,Y00415,111AG7,44,18,645
2021/2/26,Y61,NVE,111AG8,98,65,712
2021/2/26,Y59,RYE,111AG9,149,102,1565
2021/2/26,Y58,NLO,111AH1,51,76,650
2021/2/26,Y58,NTP,111AH2,66,46,360
2021/2/26,Y61,NVE,111AH4,114,120,940
2021/2/26,Y56,RRU,111AH5,129,206,1778
2021/2/26,Y61,NTP,111AH7,112,90,713
2021/2/26,Y58,NQW,111AH8,38,19,412
2021/2/26,Y59,RYE,111AH9,131,77,1488
2021/2/26,Y59,NTP,111AI2,78,68,525
2021/2/26,Y61,Y00415,111AI3,17,14,210
2021/2/26,Y58,RDY,111AI4,75,43,567
2021/2/26,Y58,NQW,111AI6,93,70,794
2021/2/26,Y60,RYA,111AI8,472,418,4117
2021/2/26,Y59,RYD,111AI9,349,358,2723
2021/2/26,Y56,RRU,111AJ1,109,151,1539
2021/2/27,Y63,RX6,111AA1,396,332,3881
2021/2/27,Y60,NNJ,111AA2,107,42,991
2021/2/27,Y60,NNJ,111AA4,135,20,1453
2021/2/27,Y60,NNJ,111AA5,153,75,1536
2021/2/27,Y59,R1F,111AA6,35,37,305
2021/2/27,Y61,Y00415,111AB2,81,72,1371
2021/2/27,Y61,Y00415,111AC5,69,58,1238
2021/2/27,Y60,NNJ,111AC6,113,85,1000
2021/2/27,Y61,NNJ,111AC7,36,19,320
2021/2/27,Y60,NNJ,111AC8,170,50,1413
2021/2/27,Y56,NKB,111AD5,138,205,1374
2021/2/27,Y56,RRU,111AD7,127,243,2081
2021/2/27,Y63,RX8,111AD9,596,742,6998
2021/2/27,Y58,NTP,111AE7,126,149,1117
2021/2/27,Y58,NLO,111AF1,61,58,811
2021/2/27,Y60,NLO,111AF4,114,98,1316
2021/2/27,Y62,RX7,111AF8,802,731,8678
2021/2/27,Y56,NLO,111AG5,109,138,1386
2021/2/27,Y61,Y00415,111AG7,38,32,870
2021/2/27,Y61,NVE,111AG8,155,86,1452
2021/2/27,Y59,RYE,111AG9,232,196,2771
2021/2/27,Y58,NLO,111AH1,111,76,1166
2021/2/27,Y58,NTP,111AH2,75,66,639
2021/2/27,Y61,NVE,111AH4,139,121,1428
2021/2/27,Y56,RRU,111AH5,130,265,2327
2021/2/27,Y61,NTP,111AH7,110,117,1222
2021/2/27,Y58,NQW,111AH8,69,33,719
2021/2/27,Y59,RYE,111AH9,224,134,2736
2021/2/27,Y59,NTP,111AI2,102,103,935
2021/2/27,Y61,Y00415,111AI3,8,15,365
2021/2/27,Y58,RDY,111AI4,89,71,965
2021/2/27,Y58,NQW,111AI6,162,86,1620
2021/2/27,Y60,RYA,111AI8,625,454,5841
2021/2/27,Y59,RYD,111AI9,489,484,4466
2021/2/27,Y56,RRU,111AJ1,140,214,2008
2021/2/28,Y63,RX6,111AA1,439,322,3250
2021/2/28,Y60,NNJ,111AA2,94,51,760
2021/2/28,Y60,NNJ,111AA4,142,21,1197
2021/2/28,Y60,NNJ,111AA5,146,65,1370
